label,text
2,giáo viên dạy tận tâm   dễ hiểu   vui vẻ
2,thầy rất hiền
2,nội dung các bài thực hành cần thiết   được thầy thay đổi thích hợp với nội dung học
0,môn học cần có nhiều bài tập hơn nữa   cần nhiều giáo trình hơn nữa
2,thầy dạy hay   tận tình   gần gũi với học sinh
2,cho điểm rẻ
2,rất thân thiện và nhiệt tình
0,tài liệu học tập chưa được cập nhật đầy đủ
2,theo dõi kỹ càng việc thực hành của sinh viên
2,giáo viên nhiệt tình   vui tính
2,giảng viên rất tận tình trong việc giảng dạy
0,đề nghị nhà trường sửa hoặc bổ sung mới để việc thực hành có hiệu quả
1,làm nhóm chỉ nhóm trưởng và lớp trưởng phần công công việc
1,giảng viên có tương tác với giáo viên
2,có một sô bài tập lớn hay   giúp bọn em rất nhiều
0,em muốn khi học môn này nên cho đồ án để áp dụng nhiều hơn vì em thấy môn này rất hay
1,cảm ơn cô
0,cập nhật   cập nhật
2,giảng nhanh   nói nhanh mà không biết rằng sinh viên chưa kịp hiểu được đến vấn đề đó
2,dạy từ cơ bản   theo logic   đến nâng cao
2,khả năng truyền đạt dễ hiểu giúp sinh viên nắm vững kiến thức
1,giảng viên nói tiếng anh khó nghe
1,thầy liên hệ thực tiễn nhiều gây hứng thú cho sinh viên
0,nếu thỉnh thoảng thầy bù lịch học thì em không nói ạ
0,cho điểm chấm bài tập không công bằng
1,giảng viên trình bày dễ hiểu   theo sát bài học
2,thầy dạy tận tâm   truyền đạt tốt
2,phát âm tốt
2,giảng viên linh động cung cấp tài liệu cho sinh viên trong và ngoài hệ thống modle
2,cô dạy dễ hiểu   nhiệt tình
2,cần có giáo trình cụ thể   riêng và phù hợp với nội dung học trong trường
2,tiết học thú vị   giảng viên dạy hay
0,hình như thầy không dùng modle
0,thầy giảng đôi lúc khó hiểu
0,cuối kỳ   là bài tập   mà cơ bản thì mình không thấy thầy đứng lên trong lúc dạy lần nào   chỉ ngồi yên đó đọc slide thôi   slide tiếng anh   chỗ dịch tiếng việt   chỗ thì không dịch   cũng khó học   nên chỉ lên mạng học thôi
0,thầy thường xuyên đi trễ trong các buổi học
2,thầy tận tâm   nhiệt tình   giúp đỡ sinh viên   sẵn sàng giải đáp thắc mắc của sinh viên
0,cho bài tập khó ngay khi vừa giảng xong
1,giảng viên tận tâm   nhiệt tình với sinh viên   luôn lắng nghe   giải đáp tất cả các thắc mắc của sinh viên   luôn tạo được ngữ cảnh cho sinh viên thảo luận về bài học
0,thắc mắc ngay tại lớp những cái mình không hiểu
2,giáo viên rất thân thiện
0,ví dụ như mục quy hoạch động là mục em thích thú nhưng cô nói đây là mục khó   cô dạy chỉ những ví dụ cực kỳ cơ bản
0,nếu thầy đã không đảm bảo giờ lên lớp   thì khi ra bài thi và đề cương ôn tập nên chú ý đến việc rõ ràng   hướng dẫn rõ sinh viên biết mình phải học gì
2,giảng dễ hiểu   kỹ   có chút nghiêm khắc
0,không hiệu quả và khó hiểu trong cách dạy
0,thầy cũng hay áp đặt suy nghĩ mình lên sinh viên   ý tưởng của sinh viên   tương lai của sinh viên   thầy không có quyền ép sinh viên phải nghĩ thế này thế kia   hay phải suy nghĩ theo ý thầy
1,đa phần bài thực hành đã được làm từ những bài tập về nhà của thầy x
2,thời gian tăng từ  tiết lên đến  tiết khiến sinh viên mệt mỏi và thiếu tập trung ở cuối giờ học
2,cô dạy rất nhiệt tình và hay
2,thầy dạy rất hay nhưng lại hay nghỉ   có một số buổi thầy nghỉ nhưng không báo làm sinh viên đến lớp
1,bài giảng
2,giảng viên vui vẻ thân thiện với học sinh
2,giảng viên tận tâm   nhiệt tình đới với sinh viên
2,luôn tìm cách giúp đỡ sinh viên
1,để tiện cho sinh viên xếp lịch
0,môn học cần phân bố hợp lý thời gian cũng như các phần của môn học giúp sinh viên học tốt hơn môn học này
2,cô giảng bài rất nhanh   mong cô sẽ dạy chậm lại để sinh viên kịp hiểu vấn đề
2,giảng dạy hiệu quả
2,nghỉ phải thông báo trước cho lớp
0,cần có tài liệu   giáo trình của trường một cách cụ thể và cập nhật hơn
0,nên có thêm nhiều bài tập về nhà để củng cố kiến thức
2,cô dạy rất có tâm và chuyên môn tốt
0,điều này xảy ra ở mọi tiết học
0,nên bổ xung phần thực hành
2,tận tình   dễ hiểu
2,cô nên cho học sinh thêm nhiều slide
2,thầy giảng bài hay và có mở rộng thêm kiến thức bên ngoài
2,cách dạy của giảng viên mới lạ và thực tế
2,thầy rất giỏi
1,ít bài tập cho sinh viên
2,có lấy nhiều ví dụ liên hệ thực tiễn
2,cần áp đặt việc kiểm tra bài cũ và bài mới trên giờ học nhiều hơn
2,thầy nên cho bài tập môn hệ điều hành nhiều hơn nữa
2,giảng viên giảng dạy hay
2,nhiệt tình   thân thiện với sinh viên
0,thầy truyền đạt kiến thức chưa tốt
2,giải chi tiết bài
2,giảng viên giảng dạy nhiệt tình   nội dung giảng dạy đầy đủ   ôn tập sát với nội dung kiểm tra
0,môn học khá khó không phù hợp
0,hiện tại môn học còn mang tính lý thuyết quá nặng
0,ngoài ra   có bài không thấy yêu cầu nộp video nên em nộp code không cũng bị trừ   bài cuối thầy dặn không cần làm cũng chấm em  điểm
0,thầy khá là tận tâm trong việc truyền đạt kiến thức
2,nhiệt tình   vui tính   hòa đồng   dễ gần gũi
1,đánh giá tính chuyên cần
0,thầy có thể soạn thêm nhiều dạng bài tập   để khi thi mấy bạn đỡ bỡ ngỡ hơn   kết quả sẽ tốt hơn
0,nhiều việc cần xử lý
1,nhiệt tình tận tâm với học sinh
1,cho nhiều bài tập đa dạng
0,nghỉ và học bù hơi nhiều
2,thầy giảng dạy rất nhiệt tình   dễ hiểu
0,tăng cường một số tài liệu học cơ bản
0,phải bỏ tiền học lại
2,bài tập theo sát đề cương
1,chưa gặp lần nào
0,project môn học thầy wzjwz yêu cầu làm ở mức độ tìm hiểu   nhưng lúc lên báo với thầy wzjwz thì thầy không chấp nhận
0,nói những vấn đề không liên quan
2,thầy dạy rất chuẩn và nhiệt tình   kèm theo thời gian tập luyện và nghỉ ngơi hợp lý
2,bài tập nhiều   có nhiều câu hỏi hay
2,giảng viên là người giảng dạy nhiệt tình   khả năng truyền đạt cực kỳ tốt   tài liệu đi kèm môn học hay
0,phương pháp dạy của cô đạt hiệu quả với sinh viên yếu   kém nhưng lại nhàm chán   tốn khá nhiều thời gian cho sinh viên học mức khá giỏi trở lên   kiến thức mới ngoài giáo trình mạng lại chưa nhiều   gần như không
2,cô vào trễ
2,giảng viên dạy dễ hiểu   quan tâm đến học sinh
1,nhiệt tình với sinh viên   có kiến thức tốt
2,truyền đạt kiến thức tốt
0,nhiều phần học không kỹ nên khó khăn trong thi
2,học tới đâu   ôn tới đó
2,sẵn sàng giải đáp tận tình mọi thắc mắc của sinh viên khi được hỏi
0,điểm danh nhiều quá
2,em cũng không biết là cô hay thầy nữa
2,thầy dạy dễ hiểu   siêng chép   vui tính
0,hay bị bù thời gian học
2,thầy quan tâm cho sinh viên
0,nhiều lúc nói chuyện ngoài lề hơi nhiều   dạy thâm giờ
2,biết được một số kỹ năng
0,em nghĩ không nên cho sinh viên chấm chéo đồ án vì mỗi người code một kiểu và hầu hết ai cũng lo cho đồ án của mình nên việc chấm chéo diễn ra rất khó khăn và gấp gáp nên chấm có thể không chính xác mấy
0,tôi xin góp ý   đổi giờ học anh văn vào buổi sáng để chất lượng của buổi học được nâng cao
1,thầy hay kéo giờ nhưng dạy tận tình   cho ví dụ và bài tập dễ hiểu
2,thật vô lý khi dùng màn chiếu để dạy toán     cách này khiến sinh viên không thể nào theo kịp những điều giảng viên nói và cũng không có cơ hội lên bảng giải bài tập
2,thầy truyền đạt nhiều kinh nghiệm quý giá
1,cảm ơn thầy
0,nên tăng cường dạy từ vựng   bị hỏng kiến thức về từ vựng
2,giảng dạy kỹ   hỗ trợ sinh viên
2,giảng viên có tầm hiểu biết sâu rộng
0,em chưa có gặp giáo viên lần nào nữa ạ
1,giảng rất dễ hiểu   nhiệt tình với sinh viên
2,đảm bảo tốt
2,giảng viên dạy dễ tiếp thu   slide trình bày được   giảng viên vui tính   dạy nhiệt tình   tận tình trong công việc
2,thầy dạy hay   hướng dẫn tận tình
2,cô dạy nhiệt tình và không bị áp lực trong khi học
2,thầy dạy rất vui
2,bài tập khó và thường không song song với lý thuyết
1,thầy trực phòng thực hành cũng đã bảo về và vào phòng tắt máy lạnh
0,thầy cho nghỉ nhiều chắc vì cuối kỳ thầy đi học
2,cô có cách dạy hay dễ hiểu tận tình
0,phòng học anh văn chất lượng loa   micro không tốt   không đáp ứng được cho sinh viên rèn luyện kỹ năng nghe
1,truyền đạt rất nhiều kiến thức thực tế bổ ích
0,giảng viên không dành tìm hiểu trước nội dung giảng dạy trước khi lên lớp
2,cách truyền đạt   sự tận tâm
2,đồng thời bài tập và tài liệu thầy thực sự được cung cấp rất nhiều
1,giảng bài kỹ và dễ hiểu
0,giảng viên thiếu kinh nghiệm truyền đạt trầm trọng
0,thầy dạy nhanh   nhiều khi theo không kịp
2,hiền   nhiệt huyết
2,thầy vui tính   giảng bài dễ hiểu   chỉ dẫn tận tình
1,cô lên lớp vui vẻ
2,lâu lâu thầy nói cực nhanh nghe không kịp ý thầy
1,kiến thức thầy rộng   tận tình với học sinh như anh em
1,truyền đạt hay
2,giáo viên rất dễ tính   dạy dễ hiểu   có nhiều điểm cộng
0,mail không trả lời
0,thường xuyên cho làm bài tập
0,cung cấp thêm tài liệu và cho nhiều ví dụ thêm
2,trang thiết bị tốt hơn
0,chưa chủ động trong việc đưa kiến thức
2,thầy rất có kinh nghiệm khi giảng dạy   các bài giảng của thầy rất có ích sau khi ra trường của sinh viên bọn em
1,cô giảng bài rất dễ hiểu   tạo mọi điều kiện tốt nhất cho sinh viên tiếp cận môn học có hiệu quả
2,thầy rất nhiệt tình dạy
2,thầy nói khó nghe nên đôi lúc không nghe được thầy đang nói gì
0,bài tập quá nhiều   smile
1,cô dạy vui vẻ   nhiệt tình
0,nên chia ra  buổi học  là lý thuyết  là thực hành
2,thầy giảng đôi lúc hơi nhỏ
2,giọng thầy em nghe không rõ
2,thầy dạy hay và vui vẻ
0,sinh viên không nắm được nội dung môn học là gì
2,giáo viên nhiệt tình   tận tâm   lên lớp đúng giờ
0,thời gian môn học nên kéo dài hơn
2,truyền đạt tốt   dễ hiểu ngay trên lớp
1,cách chỉ dẫn
2,giọng cô người miền ngoài nên dạy khá khó hiểu   cô dạy hơi nhanh
2,giảng dạy mông lung   không rõ ràng
2,thầy nhiệt tình   vui tính   công bằng
2,giảng viên vui tính   tận tâm   nhiệt tình
2,thầy vẫn đọc slide và nói quá nhanh   những gì thầy nói đã có sẵn trên slide sinh viên đọc có thể rút ra được
0,tôi chưa từng thấy giáo viên nào mà nghỉ nhiều   lại hay đi trễ về sớm như vậy
2,thầy ít lên lớp   học một học kỳ mà chỉ học được  buổi
2,giảng viên cho nghỉ quá nhiều   đến cuối kỳ học bù quá nhiều
1,nhiệt huyết truyền đạt kiến thức
0,nên có bài viết hoặc bài tiểu luận mỗi  tuần trên courses để sinh viên thực tập
2,giảng viên có chuyên môn tốt   giải đáp trả lời thắc mắc đầy đủ từ sinh viên
2,cô dạy nhiệt tình   phân nhóm thuyết trình tạo không khí học tập sôi nổi
0,phần cho điểm   nội dung ôn thi
0,em biết điều này rất tế nhị và khó cải thiện   đó là việc nghe giảng của em bị hạn chế vì em không nghe được chất giọng   tiếng của giảng viên nên hay bị mất kết nối kiến thức giữa chừng trong khi nghe giảng
1,đến lớp đúng giờ
2,giảng chậm   chi tiết   dễ hiểu
0,nên bổ sung thêm giáo trình cho sinh viên
1,giảng giải tốt vấn đề được đề cập đến
0,cô cho bài tập trắc nghiệm về nhà trên modle
0,giáo trình thực hành đi quá nhanh so với lý thuyết   đi trước lý thuyết  tháng tới dot tháng
2,giảng viên đưa ra nhiều dạng bài tập giúp học sinh hiểu rõ hơn
1,chỉ là đôi khi thầy hơi nóng tính lúc làm việc
2,môn học hay
0,cô nói nhỏ và rất đều rất dễ buồn ngủ
0,lượng thời gian để hoàn thành các đồ án cho nhiều môn như vậy đã là không đủ trong một học kỳ
0,deadline cho thời gian không đủ dài để sinh viên hoàn thành bài tập
0,bài tập cần thực tiễn hơn giống như bài toán   chi tiết máy     bài toán   tính tiền lương   thay vì những khái niệm toán học
2,kiến thức thực tế
0,phòng wzjwz nhà trường nên thay máy chiếu mới   vì nó đã quá cũ và thường xuyên gặp vấn đề
2,cô dạy dễ tiếp thu
1,cô dễ thương dạy dễ hiểu và tạo cảm hứng học tập
1,thầy rất nhiệt tình và vui vẻ
2,giáo viên truyền được cảm hứng ưa thích môn học và thường xuyên liên lạc đến các vấn đề xã hội ngoài môn học
2,cô rất vui
2,cô quá là dễ thương   nhiệt tình
0,em nghĩ là làm bài tập nhiều tốt hơn là học lý thuyết nhiều
2,cô rất nhiệt tình trong việc giảng dạy và giao tiếp với sinh viên
1,dạy tốt có tâm
2,thầy dễ tính   có đi học đều sẻ qua môn   hoạt động làm bài thu hoạch tạo điều kiện cho sinh viên lấy điểm
2,thầy vui vẻ   sâu sắc
0,nên tập trung vào luyện speaking và luyện cú pháp
2,chấm đồ án   chấm không công bằng   không thể lấy lý do không thích tính cách của sinh viên mà không cho sinh viên đậu   mặc dù đồ án hoàn thành tốt
2,tích cực giúp đỡ sinh viên khi gặp khúc mắc   phương pháp dạy vui   thoải mái xen kẽ chuyên sâu
0,nên đầu tư thiết bị để có thực hành
2,sự nhiệt tình   cô wzjwz dạy rất dễ hiểu và vui vẻ
0,hy vọng thầy có thể sử dụng thời gian trên lớp hiệu quả hơn
2,điều này khiến giảng viên khó xử
2,thầy đi dạy không đều lắm   có khi nghỉ mà không thông báo cho sinh viên biết
2,thầy dạy hơi nhanh   nhưng kỹ và sâu
0,khó hiểu và truyền đạt hơi nhanh   khó tiếp thu
2,đôi khi thầy hơi khó tính
2,thẳng thắn và kiên quyết
2,dạy nhiều kiến thức ngoài xã hội
2,phòng thực hành có nhiều máy không sử dụng được
0,thầy cho thời hạn deadline không hợp lý
0,mong rằng thầy cô thực hành sẽ luôn cập nhật tin tức trên trang web môn học để có thể đáp ứng được chỉ tiêu mà phòng đào tạo đề ra như ban đầu đối với môn học đó là mọi thắc mắc sẽ được giáo viên trả lời trong vòng  tiếng
0,đi dạy mà chỉ đọc slide
0,nên nâng cao chất lượng sơ sở
0,chưa nói rõ để sinh viên có thể hiểu rõ
0,giảng viên chưa nhiệt tình giảng dạy cho lắm
0,thầy dạy nói hơi nhanh
0,nên đặt deadline là   pm thay vì   am nhiều khi nhìn lịch ở ngoài bị nhầm làm mis deadline nhiều lần
2,cô lên lớp rất đúng giờ   dạy rất tâm huyết   rất hay cho quà vặt cho sinh viên
2,tận tình với sinh viên
1,thầy tận tâm   nhiệt tình giúp đỡ   giải đáp thắc mắc cho sinh viên
2,thầy giảng tận tâm
2,bài giảng dựa theo chuẩn ngôn ngữ asembly trên linux nên tìm kiếm thông tin   tài liệu khá khó khăn
2,giảng viên ra đồ án cho sinh viên về làm để mở rộng kiến thức
2,thích cách dạy của thầy   chỉ ra hướng đi cho sinh viên chứ không quá máy móc vào slide   giáo án
2,cô giảng dễ hiểu và nhiệt tình
0,giảng viên ít cho ví dụ và giải bài tập trên lớp
0,thầy sử dụng một số thời gian đứng lớp để làm một số việc không quá quan trọng
2,bài giảng không hay
1,giảng đáp nhanh chóng những thắc mắc
2,giảng viên truyền đạt đủ kiến thức
0,nên giảng nhiều hơn những phần quan trọng
2,dạy hay   dễ hiểu   nghiêm khắc   luôn tận tình với sinh viên
2,thầy tận tâm   luôn tạo động lực để học sinh làm bài   nhiệt tình giảng dạy
2,ra nhiều bài tập hơn
1,các thầy có học vị cao ắt sẽ có nhiều kinh nghiệm quý báu hơn
2,giảng viên rất tận tâm và dạy học theo phương pháp học cấp  rất gần gũi với sinh viên
0,nên thay đổi hình thức thi cuối kỳ   nên làm bài thi trên máy hoặc làm đồ án môn học
2,giảng viên thân thiện   vui vẻ   giảng dạy khá kỹ   chuyên sâu các kiến thức
0,giảng viên dạy tương đối nhanh
2,giảng lý thuyết trước khi cho sinh viên làm bài thực hành trên lớp
0,cần thay đổi giờ thực hành hình thức  sang thực hành hình thức  để sinh viên có thể áp dụng tốt hơn các kiến thức đã học
0,sinh viên quá đông gây nóng nực
0,dạy cụ thể từng bài tập
2,quan tâm đến từng sinh viên trong lớp
1,thân thiện vui vẻ với học sinh
2,tôi rất thích phương pháp giảng dạy của thầy
2,khả năng truyền đạt chưa tốt
1,cô rất thân thiện   dạy tận tâm
2,bài tập nhiều   rất sát
1,thầy dạy các phần trọng tâm và cho ví dụ rất chi tiết
0,chưa quan tâm tới những sinh viên còn yếu
2,giảng dạy kỹ
0,nội dung cần cập nhật và sát với thực tiễn hơn
1,giáo trình tốt
2,một trong những giảng viên yêu thích
2,cô thân thiện   nhiệt tình
1,thật chất em không học thầy này
0,giảng viên có vài lần không nghe trình bày kết quả thực hành của sinh viên   khi sinh viên nhóm này trình bày thì giảng viên lại đi qua nhóm khác mặc cho sinh viên đó đang nói
2,giảng viên vui vẻ   vô cùng nhiệt tình
0,thầy đã nhận xét     các bạn chỉ nói theo cách hiểu của các bạn   nội dung thuyết trình đã chán   mà các bạn không có sản phẩm để demo giới thiệu
0,lên được  buổi
2,thầy giảng dạy nhiệt tình   biết cách truyền cảm hứng nghiên cứu khoa học cho sinh viên
2,giảng viên chưa có nhiều kinh nghiệm   sinh viên tự làm thực hành   ít được hướng dẫn
1,nhiệt tình   lên lớp rất đúng giờ
0,không đầu tư nhiều cho bài giảng
2,thầy rất vui tính   luôn áp dụng nhưng bài học thực tế vào giảng dạy
2,rất hay dot tâm huyết dot dạy bài dễ tiếp thu
2,cô hãy dạy nhiều lớp hơn
2,cô dạy nhiệt tình   vui vẻ
0,cần tăng cường thực hành để sinh viên có thể hiểu kỹ bài hơn và có nhiều cơ hội để sáng tạo hay tiếp thu kiến thực hiệu quả hơn qua thực hành
2,sinh viên tiếp nhận tốt phần thực hành khác hẳn với lý thuyết
2,em thấy cô giảng dạy đã đạt yêu cầu
2,giáo viên giảng dạy nhiệt tình   giảng dạy hay   dễ hiểu
1,cách giảng bài và tạo điều kiện cho sinh viên phản biện rất hay   hy vọng thầy tiếp tục phát huy
1,bài tập khi học thực hành cơ bản   dễ hiểu
2,em rất cảm ơn cô ạ
2,giảng viên giảng dạy tuân thủ theo đề cương môn học
0,nên đưa ra các ứng dụng thực tiễn của môn học
2,cô rất tận tình
2,khó nghe
2,thầy dạy rất tận tình   tâm huyết
1,cô dạy khá tốt
0,báo cáo đồ án   giảng viên không có sự thống nhất với các giảng viên khác trong bộ môn   giảng viên têu cầu làm quá nhiều thứ không cần thiết trong khi các giảng viên khác trong cung bộ môn lại không yêu cầu
2,giáo viên nhiệt tình tận tụy với sinh viên
2,có nhiều hoạt động học tập sinh động giúp sinh viên thoải mái khi học
1,cách đánh giá và đồ án của thầy rất tốt cho sinh viên
1,thầy dạy tận tâm   nhiệt tình   nói tiếng anh hay   dễ hiểu   thỉnh thoảng thầy còn giảng song ngữ cho tụi em nắm rõ hơn   bài tập thực tế   dễ hiểu
2,cho nghỉ học quá nhiều   bù học vào các ngày cuối tuần và kéo dài
2,thầy cô rất tận tình   cởi mở
0,em cảm thấy khá bức xúc nhưng nếu truy ra lỗi của ai thì em tự nhận một phần về mình
2,thầy dạy rất kỹ các vấn đề cần thiết cho sau này
1,giáo viên nhiệt tình   giảng kỹ phần quan trọng
2,dạy rất hay
0,thay đổi cách truyền đạt môn   thay vì giảng viên có giờ lên lớp giảng bài nhàm chán   sinh viên tiếp thu thụ động   ý kiến   giảng viên chia nhỏ nhóm học tập   mỗi buổi sẽ đưa chủ đề của bài hôm đó và giải thích cách làm việc   cho thời gian sinh viên làm việc nhóm với sự giám xác của giảng viên   sau đó bốc thăm cho từng nhóm lên trình bày   sau đó giảng viên nhận xét cho điểm
1,thầy wzjwz và thầy wzjwz dạy rất tuyệt vời
1,thầy dạy rất hay và dễ hiểu
0,ít bài tập vận dụng
0,những bài tập quá trình không rải đều các buổi học mà chỉ tập trung vào     buổi làm một số sinh viên trong đó có bản thân em bị mất từ     cột điểm   làm giảm tổng điểm xuống mức thấp
2,cô dạy dễ hiểu   vui tính
0,thầy ít dạy cài đặt nên khó trong việc áp dụng cài đặt
2,giảng viên giảng rất dễ hiểu   tận tình
2,thầy dạy tốt   lập nhóm thuyết trình tạo không khí học tập tốt
2,riêng trang thiết bị quá kém
2,nhiệt tình giảng dạy và vui vẻ hòa đồng
0,có nhiều thời gian bị chết trong lúc học
0,nên thay đổi việc làm đồ án cuối kỳ   không nên cho sinh viên làm đồ án tự do nữa quản lý   game   nghe nhạc v v mà giảng viên nên ra một đồ án có chủ đề thống nhất
2,giáo viên còn nhiệt tình trả lời các câu hỏi thắc mắc của sinh viên đưa ra
0,giảm bớt số lượng nội dung của môn học
0,hơi khó khăn với sinh viên về vấn đề bài tập cũng như thi cử
0,giảng viên nghỉ phải thông báo cho sinh viên trước   vì môn học thầy luôn điểm danh nhưng thầy lại không lên lớp thường xuyên   bắt sinh viên phải chờ rồi ra về thường xuyên
2,giảng viên nhiệt tình   hoạt động sôi nổi
2,slide sử dụng rất chi tiết
1,thầy dạy dễ hiểu   tận tâm nhiệt tình với sinh viên
1,phân chia nhóm   hoạt động nhóm
0,thầy có tạo điều kiện cho chúng em thuyết trình về đồ án môn học   nhưng khi chúng em thuyết trình về nội dung     giới thiệu về hệ thống nhúng và vai trò cũng như các ngành ứng dụng hệ thống nhúng
2,anh dạy rất hay và thú vị
2,giờ học thực hành bị trùng giờ học môn khác trên trường
1,thưa   em thực sự rất hài lòng về mức độ bài giảng
2,giáo viên nhiệt tình giúp học sinh những phần học sinh không hiểu giáo viên dạy dễ hiểu
2,giảng hay   trọng tâm
2,giảng viên giảng dạy nhiệt tình   phương pháp dạy hay   chỉ dẫn hiệu quả   bài tập làm nhiều
1,giảng viên nhiệt tình   có kiến thức sâu về môn học
1,nhất là những bạn nhỏ đến lớn chưa chơi game bao giờ
2,giảng viên cần cải thiện thêm cách truyền đạt
1,tận tâm giúp đỡ học sinh   giải đáp thắc mắc
0,em nghĩ nên bỏ môn này
1,giảng viên có trình độ chuyên môn rất tốt
0,nên thực hành theo hình thức
2,không biết thầy nào dạy chính thức   thầy nào dạy cũng nhiệt tình
2,thầy dạy có tâm huyết
2,cô giúp tụi em tìm ra   phát hiện lỗi và sửa lỗi trong quá trình thực hành
0,không hài lòng gì cả
1,em không ý kiến
0,đừng dư quá nhiều
0,các dụng cụ thực hành không được cung cấp đầy đủ
2,cố rất nhiệt tình
1,thực tế với hiện trạng
0,thầy tiết lộ đệ thi để sinh viên chuẩn bị trước
0,cần thay đổi phòng học để chất lượng được nâng cao hơn
2,thầy không dạy thiếu micro nên nhiều lúc em phải đi mượn cho bằng được
0,giảng viên không tâm huyết trong việc dạy học
0,máy chiếu và dàn loa không đáp ứng được
2,nhiệt tình   giảng dạy hiệu quả
1,cô vui tính   quan tâm tới học sinh
0,kiến thức môn anh văn được đáp ứng nhưng không thực tế
1,tậm tâm   nhiệt tình   năng động   công bằng
2,giảng viên dạy dễ hiểu nhiệt tình
2,nhiệt tình   dễ chịu
1,khả năng truyền tải kiến thức
0,máy chiếu phòng học quà mờ   đề nghị nên thay đổi
2,giảng viên nhiệt tình   có chăm lo kiến thức cho học sinh   dạy kiến thức nhanh chóng nắm bắt
0,cần thêm phần dạy lập trình căn bản bằng ngôn ngữ c
0,qua môn học này tôi còn không biết được mình học được những gì
2,thầy dạy thú vị nói chung là ok
0,nên chia thành nhiều phần để đánh giá sinh viên chứ không tập trung vào cuối kỳ     giành cho kiến thức cơ bản  một hình thức nào đó để buộc sinh phải có kiến thức về dotnet nắm về nguyên lý của nó   về cách tổ chức   cách thiết kế và sử dụng
0,nghỉ học nhưng không thông báo cho sinh viên biết
2,nhiệt tình và đưa nhiều ví dụ
2,thầy chưa chú trọng đến nội dung cũng như cách truyền đạt cho sinh viên
1,listening
0,nội dung thực hành nên bám sát với lý thuyết
1,chưa tìm ra
2,vui vẻ giảng dạy nhiệt tình
0,các khoa khác đều có điểm thi giữa kỳ môn vậy rồi mà sao giờ này   gần thi cuối kỳ rồi mà khoa wzjwz chưa có điểm
2,nhiệt tình   luôn đảm bảo giờ giấc sinh hoạt ở lớp
0,nên tạo động lực để sinh viên tham gia năng nổ đóng góp buổi học
0,bài về nhà quá khó
0,cô nên giảng bài nhiều hơn
2,có buổi hướng dẫn cho sinh viên trước khi làm đồ án
2,không ý kiến   phương pháp của thấy rất hài lòng ạ
2,tác phong làm việc nghiêm túc   chuyên nghiệp
2,giáo viên tận tâm   nhiệt tình   dễ tính
2,giảng viên rất vui vẻ   phương pháp của thầy giúp sinh viên chủ động học tập
0,thầy nên dạy kỹ   và chậm hơn để sinh viên dễ tiếp thu
2,giảng viên đúng giờ
2,giảng viên cho bài tập về nhà để không quên bài
1,hầu như không có vấn đề gì không hài lòng
0,thầy cô dạy cho về quá sớm
1,nếu kết thúc thực hành sớm
2,chúc thầy vui và sống khỏe
2,thầy duy giảng dạy rất hiệu quả và nhiệt tình
0,giảng viên nên làm từng bước chi tiết hơn là chiếu slide rồi nói
1,cô dễ chịu   dạy kỹ
0,không được tận tâm   nhiệt tình
2,giảng dạy nhiệt tình   vui vẻ   hài hước tạo cảm giác hứng thú cho sinh viên trong giờ học
0,ra thêm những bài tập khó hoặc lạ giúp học sinh kiếm thêm điểm để tăng hứng thú môn học khuyến khích hoạt động phát biểu trong giờ học
2,thầy ôn rất kỹ
1,giảng dạy rất nhiệt tình   cung cấp tài liệu đầy đủ
0,mong rằng cô sẽ điều chỉnh để sinh viên có thể dễ dàng theo dõi bài giảng hơn
0,và thầy lại tiếp tục làm công việc của thầy
0,chuẩn bị bài giảng hoặc bài tập thật kỹ trước khi lên lớp giảng dạy
0,giảng bài hơi chậm
1,cô dạy không có thể chê được bất kỳ điểm nào   vừa nói chuyện vui mà lại đây hay
0,đưa ra các chỉ tiêu tính điểm cụ thể
2,thầy rất nhiệt tình hướng dẫn trong khi thực hành
2,cô vui tính   nhiệt tình
2,thầy dạy giỏi chu đáo
2,bài giảng thực hành rất chi tiết
2,cô giảng dạy nhiệt tình   giúp sinh viên hiểu rõ kiến thức
1,giảng viên thân thiện   hoà đồng   khả năng truyền đạt tốt
1,cô dạy rất hay và rất thực tế bài học
0,để học sinh của mình không có gì sau kết thúc môn phải chăng đó không là thất bại
1,có lịch học bù đã tự sắp
2,cô rất vui vẻ
2,học anh văn không nên quá theo một khuôn mẫu
2,giảng viên nhiệt tình và vui tính
2,giảng viên nhiệt tình với sinh viên
0,kiểm tra với mức độ vừa phải với yêu cầu của môn học
1,cô dễ thương   dễ tính   giảng dễ hiểu
1,thầy cực kỳ tận tâm nhiệt tình   giảng bài rất dễ nhớ
2,các nhóm có cùng đề tài  abc  cùng vào báo cáo một lượt cho lẹ
0,giảng viên giảng bài không tạo được sự hứng thú cho sinh viên khi học   nên thường phải áp dụng phương pháp của các giáo viên dạy môn chính trị như   không cho sử dụng điện thoại   laptop trong lớp   điểm danh hoặc gọi tên để trả lời câu hỏi
2,thầy tận tình   có cách giảng giải sinh động và chủ động trong việc tìm hiểu sinh viên
1,thầy đưa ra phương pháp làm bài cụ thể   dễ hiểu
2,thầy giảng rất hay
0,một số bài thầy giảng còn khó hiểu   ít sát thực hành và ít sửa bài tập về nhà
0,giảng viên không có kỹ năng sư phạm cao
0,chất lượng phòng lab kém   nhiều máy không sử dụng được hoặc phần mềm bị lỗi   không thực hành được
0,nên xác định điểm quá trình tốt hơn tránh để gian lận
2,giảng viên dạy tận tâm dễ hiểu
